,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3848,8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,No,Mailed check,49.2,103.700,No
3849,5089-IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Two_year,Yes,Bank transfer (automatic),109.45,6144.550,Yes
3850,6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),83.25,4089.450,No
3851,0206-OYVOC,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Mailed check,19.25,864.200,No
3852,7291-CDTMJ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),19.65,19.650,No
3853,7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),72.8,3249.400,No
3854,0237-YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),109.65,5405.800,No
3855,7691-KGKGP,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month_to_month,No,Credit card (automatic),65.0,3363.800,No
3856,6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,114.1,7132.150,No
3857,3675-EQOZA,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Bank transfer (automatic),20.65,93.550,No
3858,0840-DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Bank transfer (automatic),86.95,4138.900,No
3859,1732-FEKLD,Female,0,No,No,54,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,One_year,Yes,Bank transfer (automatic),94.75,5121.750,No
3860,9862-KJTYK,Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),25.35,566.100,No
3861,0479-HMSWA,Female,0,No,Yes,26,Yes,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,105.45,2715.300,No
3862,5854-KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,25.4,1782.050,No
3863,0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,102.55,1742.500,No
3864,4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,100.2,2983.800,Yes
3865,5701-SVCWR,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,24.0,24.000,No
3866,3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,25.6,485.900,No
3867,4922-CVPDX,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two_year,Yes,Credit card (automatic),73.5,1905.700,No
3868,1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),74.05,1565.700,Yes
3869,1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,One_year,Yes,Electronic check,98.25,4858.700,No
3870,1099-BTKWT,Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One_year,Yes,Electronic check,54.4,3723.650,No
3871,5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),101.55,298.350,Yes
3872,2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Month_to_month,No,Electronic check,103.1,970.450,No
3873,7340-KEFQE,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two_year,No,Bank transfer (automatic),34.2,1782.000,No
3874,4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,43.75,405.700,No
3875,2403-BCASL,Male,1,Yes,Yes,41,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Electronic check,111.95,4534.900,Yes
3876,7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,100.65,2415.950,No
3877,2898-LSJGD,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One_year,Yes,Electronic check,55.95,1157.050,Yes
3878,2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),116.05,8297.500,No
3879,7359-PTSXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Electronic check,45.75,45.750,Yes
3880,9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),82.0,2083.100,No
3881,2176-OSJUV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two_year,No,Bank transfer (automatic),65.15,4681.750,No
3882,9348-YVOMK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),44.8,176.200,No
3883,8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,Yes,Electronic check,79.8,1001.200,No
3884,4521-YEEHE,Female,0,Yes,No,18,Yes,Yes,Fiber_optic,No,No,No,Yes,Yes,No,Month_to_month,Yes,Electronic check,88.85,1594.750,No
3885,4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,74.95,212.400,No
3886,3786-WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiber_optic,Yes,Yes,No,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),106.85,7677.400,No
3887,4503-BDXBD,Male,0,No,No,11,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,No,Electronic check,74.95,815.500,Yes
3888,6086-ESGRL,Female,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Credit card (automatic),80.15,80.150,Yes
3889,2592-HODOV,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Credit card (automatic),19.3,259.650,No
3890,3886-CERTZ,Female,0,Yes,No,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Electronic check,109.25,8109.800,Yes
3891,7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One_year,No,Credit card (automatic),56.1,2386.850,No
3892,3824-RHKVR,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Credit card (automatic),19.7,340.350,No
3893,5816-SCGFC,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Mailed check,51.3,419.350,No
3894,5989-AXPUC,Female,0,Yes,No,68,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Mailed check,118.6,7990.050,No
3895,4979-HPRFL,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),24.15,1402.250,No
3896,8590-OHDIW,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,20.3,749.350,No
3897,8015-IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,115.5,8425.150,No
3898,2332-TODQS,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Credit card (automatic),25.05,1171.500,No
3899,9278-VZKCD,Female,1,Yes,No,52,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,109.1,5647.950,No
3900,8008-OTEZX,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.65,708.800,No
3901,2773-OVBPK,Male,0,Yes,No,67,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),111.3,7567.200,No
3902,5999-LCXAO,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month_to_month,No,Mailed check,29.9,29.900,No
3903,5206-XZZQI,Male,0,No,No,53,Yes,No,Fiber_optic,No,Yes,No,Yes,No,No,Month_to_month,Yes,Mailed check,80.6,4348.100,No
3904,4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.8,635.900,No
3905,5759-RCVCB,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month_to_month,No,Credit card (automatic),35.2,108.950,Yes
3906,6372-RFVNS,Female,0,Yes,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,No,Electronic check,78.8,78.800,Yes
3907,2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber_optic,No,No,Yes,Yes,Yes,No,Month_to_month,No,Mailed check,89.95,1682.400,No
3908,8261-GWDBQ,Female,1,Yes,No,60,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),116.05,6925.900,No
3909,1093-YSWCA,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.55,223.150,No
3910,8938-UMKPI,Female,0,No,No,47,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,106.4,5127.950,Yes
3911,0991-BRRFB,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,No,Electronic check,49.4,874.800,Yes
3912,3882-IYOIJ,Female,0,Yes,Yes,60,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),115.25,6758.450,No
3913,8749-TZYEC,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),24.8,1874.300,No
3914,1755-FZQEC,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.9,791.150,No
3915,3115-JPJDD,Female,0,Yes,No,59,Yes,No,Fiber_optic,Yes,No,Yes,No,No,No,One_year,Yes,Credit card (automatic),81.25,4639.450,No
3916,5600-KTXFM,Male,0,Yes,Yes,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Mailed check,69.95,143.900,No
3917,3871-IKPYH,Male,1,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,69.1,69.100,Yes
3918,6319-IEJWJ,Male,0,Yes,Yes,20,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,90.2,1776.550,Yes
3919,9025-AOMKI,Female,0,No,No,6,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),93.55,536.400,Yes
3920,6339-TBELP,Male,0,No,No,71,Yes,Yes,Fiber_optic,No,No,Yes,Yes,No,No,Two_year,Yes,Credit card (automatic),86.4,6172.000,No
3921,7964-YESJC,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month_to_month,No,Mailed check,66.3,1559.450,No
3922,6173-GOLSU,Male,1,Yes,No,67,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Credit card (automatic),94.65,6079.000,No
3923,5275-SQEIZ,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Mailed check,80.85,80.850,Yes
3924,7716-YTYHG,Female,0,Yes,Yes,48,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,One_year,Yes,Mailed check,82.05,4029.950,Yes
3925,9938-ZREHM,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One_year,No,Mailed check,72.1,2658.400,No
3926,7950-XWOVN,Male,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month_to_month,No,Mailed check,34.7,383.550,No
3927,4390-KYULV,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Credit card (automatic),20.55,51.150,Yes
3928,4647-MUZON,Female,0,Yes,No,18,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Credit card (automatic),95.95,1745.500,No
3929,9702-AIUJO,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,No,No,One_year,Yes,Bank transfer (automatic),44.8,2230.850,No
3930,8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,One_year,Yes,Electronic check,109.4,7281.600,No
3931,8851-RAGOV,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month_to_month,Yes,Mailed check,71.05,1837.700,No
3932,1304-NECVQ,Female,1,No,No,2,Yes,Yes,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,Yes,Electronic check,78.55,149.550,Yes
3933,5396-IZEPB,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Credit card (automatic),19.7,180.700,No
3934,1729-VLAZJ,Female,0,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One_year,No,Mailed check,40.25,411.450,No
3935,8285-ABVLB,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.85,1328.350,No
3936,0701-TJSEF,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month_to_month,Yes,Bank transfer (automatic),68.25,576.950,No
3937,5712-VBOXD,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Credit card (automatic),20.15,68.450,No
3938,6629-LADHQ,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,No,Mailed check,50.95,123.050,No
3939,8945-GRKHX,Female,0,No,Yes,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Electronic check,78.65,78.650,Yes
3940,1559-DTODC,Male,0,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),25.15,468.350,No
3941,4797-MIWUM,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),20.25,174.700,No
3942,6959-UWKHF,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,42.9,42.900,Yes
3943,8720-RQSBJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Electronic check,44.0,44.000,No
3944,4537-CIBHB,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,20.25,172.350,No
3945,3815-SLMEF,Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month_to_month,No,Mailed check,34.25,139.350,Yes
3946,5154-VEKBL,Female,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month_to_month,No,Mailed check,58.5,539.850,Yes
3947,4324-AHJKS,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month_to_month,No,Credit card (automatic),55.8,300.400,No
3948,4355-CVPVS,Female,0,Yes,Yes,56,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,One_year,No,Bank transfer (automatic),88.9,4968.000,No
3949,4495-LHSSK,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,No,Mailed check,57.65,992.700,No
3950,5655-JSMZM,Male,1,No,No,49,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,96.2,4718.250,Yes
3951,5915-ANOEI,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two_year,No,Mailed check,79.15,5536.500,No
3952,9861-PDSZP,Female,0,No,No,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),108.05,7806.600,No
3953,4505-EXZHB,Female,1,No,No,6,Yes,No,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,No,Electronic check,74.4,434.100,Yes
3954,7225-CBZPL,Male,1,Yes,No,17,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,94.8,1563.900,No
3955,6704-UTUKK,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,45.9,1332.400,No
3956,4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,105.3,545.200,Yes
3957,2019-HDCZY,Male,0,Yes,No,63,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Two_year,No,Electronic check,102.6,6296.750,No
3958,4652-NNHNY,Male,0,Yes,No,16,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),73.85,1284.200,Yes
3959,8788-DOXSU,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,One_year,Yes,Bank transfer (automatic),61.35,3645.500,No
3960,7404-JLKQG,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month_to_month,No,Electronic check,57.55,161.450,No
3961,7421-ZLUPA,Female,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Mailed check,29.25,226.950,No
3962,8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,84.55,646.850,Yes
3963,3274-NSDWE,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.6,1441.650,No
3964,2632-IVXVF,Female,0,Yes,Yes,68,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),111.75,7511.300,No
3965,3692-JHONH,Female,1,Yes,No,52,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,Yes,Electronic check,106.5,5621.850,No
3966,8915-NNTRC,Male,0,Yes,Yes,72,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),107.7,7919.800,No
3967,5914-GXMDA,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.3,593.200,No
3968,7463-IFMQU,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),20.05,1423.650,No
3969,2920-RNCEZ,Male,0,Yes,Yes,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),69.95,69.950,No
3970,2541-YGPKE,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One_year,No,Credit card (automatic),63.7,2763.350,No
3971,8515-OCTJS,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),24.75,692.100,Yes
3972,5382-TEMLV,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),50.9,2298.550,No
3973,3441-CGZJH,Female,0,Yes,Yes,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),60.4,2640.550,No
3974,9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One_year,No,Mailed check,79.25,2911.800,No
3975,2860-RANUS,Female,1,No,No,20,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Credit card (automatic),85.8,1727.500,Yes
3976,5261-QSHQM,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,24.45,86.600,Yes
3977,4778-IZARL,Male,0,Yes,No,63,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),110.1,6705.700,No
3978,0432-CAJZV,Male,0,No,No,3,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,No,Mailed check,90.7,237.650,No
3979,7008-LZVOZ,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),25.3,1672.350,No
3980,8868-WOZGU,Male,0,No,No,28,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,105.7,2979.500,Yes
3981,1200-TUZHR,Female,1,No,No,8,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Electronic check,85.2,695.750,No
3982,9365-CSLBQ,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,24.35,1654.600,No
3983,1334-FJSVR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,24.25,24.250,Yes
3984,5884-FBCTL,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),25.1,1857.850,No
3985,7130-CTCUS,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),54.55,825.100,No
3986,6242-FEGFD,Male,0,Yes,No,66,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,No,No,Two_year,No,Mailed check,96.6,6424.250,No
3987,7625-XCQRH,Female,0,No,No,11,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,76.5,837.950,Yes
3988,6194-HBGQN,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One_year,Yes,Credit card (automatic),81.15,4126.200,No
3989,7634-WSWDB,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,38.5,330.800,No
3990,6986-IXNDM,Male,0,No,No,14,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,92.9,1337.450,No
3991,1731-TVIUK,Female,0,No,No,4,Yes,Yes,Fiber_optic,No,Yes,No,Yes,No,Yes,Month_to_month,Yes,Electronic check,93.5,362.200,Yes
3992,2987-BJXIK,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two_year,No,Mailed check,84.7,5991.050,No
3993,9769-TSBZE,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two_year,No,Electronic check,66.0,4891.500,No
3994,0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,One_year,Yes,Credit card (automatic),101.5,5373.100,Yes
3995,0618-XWMSS,Male,0,No,Yes,28,Yes,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),74.9,2068.550,Yes
3996,1395-WSWXR,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,20.75,487.050,No
3997,6023-GSSXW,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Two_year,Yes,Credit card (automatic),61.45,4131.200,No
3998,6752-APNJL,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month_to_month,No,Mailed check,54.5,2301.150,No
3999,5276-KQWHG,Female,1,No,No,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,69.6,131.650,Yes
4000,0420-HLGXF,Female,1,No,No,39,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,99.75,4036.000,No
4001,7446-KQISO,Male,0,Yes,Yes,45,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),109.75,4900.650,No
4002,9823-EALYC,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two_year,Yes,Bank transfer (automatic),80.85,5727.450,No
4003,0582-AVCLN,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,20.3,743.050,No
4004,5803-NQJZO,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two_year,Yes,Bank transfer (automatic),67.8,4804.650,No
4005,2565-JSLRY,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Mailed check,24.05,24.050,Yes
4006,2607-DHDAK,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),19.8,1414.650,No
4007,1073-XXCZD,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),25.7,1443.650,No
4008,0743-HRVFF,Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One_year,Yes,Electronic check,56.15,2898.950,No
4009,4006-HKYHO,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),86.7,5309.500,No
4010,3727-JEZTU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.4,20.400,No
