Model,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,price_category
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1999,91505,Diesel,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,91333,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,91246,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,91000,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,90727,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,90000,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_Linea_Terra_Sedan_4/5-Doors,1999,89576,Petrol,110,0,Red,0,1600,4,4,5,69,1035,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_G6_2/3-Doors,1999,89145,Petrol,86,1,Blue,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_Linea_Luna_Wagon_Stationwagen,1999,89000,Petrol,110,1,White,0,1600,5,4,5,85,1085,0,0,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,88807,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,88685,Petrol,110,0,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_LUNA_4/5-Doors,1999,88667,Petrol,110,1,Red,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,88480,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,88127,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_LUNA_2/3-Doors,1999,88000,Petrol,86,0,Blue,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,87821,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_AUT3_4/5-Doors,1999,87654,Petrol,86,1,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,86888,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,86871,Petrol,86,1,Black,0,1300,5,4,5,69,1040,0,1,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,86714,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_G6_HB_2/3-Doors,1999,85889,Petrol,110,0,Red,0,1600,3,4,6,85,1065,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,Low
TOYOTA_Corolla_1.6_Terra_HB_2/3-Doors,1999,85000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_G6_2/3-Doors,1999,85000,Petrol,86,1,Black,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,84976,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
 TOYOTA_Corolla_1.6_16v_Linea_Luna_Stationwagen,1999,84558,Petrol,110,1,Silver,0,1600,5,4,5,19,1120,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,84549,Petrol,110,0,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,84482,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,83908,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,83560,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_AUT4_4/5-Doors,1999,83000,Petrol,107,1,Grey,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,82723,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_R_2/3-Doors,1999,82421,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_4/5-Doors,1999,82254,Petrol,110,0,Red,0,1600,5,4,5,69,1050,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_Linea_Luna_1.6i_16V_2/3-Doors,1999,82115,Petrol,110,1,Red,0,1600,3,4,5,85,1055,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,82000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,81965,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_HB_LINEA_TERRA_2/3-Doors,1999,81250,Petrol,110,0,Grey,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_R_2/3-Doors,1999,81192,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_LUNA_4/5-Doors,1999,81170,Petrol,110,1,Silver,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,81083,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_VVTi_Linea_Luna_4/5-Doors,1999,80714,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1999,80470,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,80439,Petrol,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_2/3-Doors,1999,80430,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_LUNA_2/3-Doors,1999,80426,Petrol,110,1,Green,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,80265,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,80153,Petrol,110,0,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,80121,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,80086,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,80000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_LB_LINEA_TERRA_4/5-Doors,1999,80000,Petrol,86,0,Green,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_HB_LINEA_TERRA_2/3-Doors,1999,80000,Petrol,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_LUNA_4/5-Doors,1999,79858,Petrol,110,1,Green,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,79762,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_AUT3_4/5-Doors,1999,79660,Petrol,86,0,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,79150,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,79000,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_LIFTB_G6_4/5-Doors,1999,78955,Petrol,86,1,Silver,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_2.0_D_Linea_luna_Wagon_Stationwagen,1999,78750,Diesel,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,78521,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,78356,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,78076,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_AUT4_4/5-Doors,1999,78063,Petrol,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,77821,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,77695,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,77500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_LUNA_2/3-Doors,1999,77457,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,77029,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_Linea_Terra_2/3-Doors,1999,77008,Petrol,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,76791,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,76700,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_LUNA_2/3-Doors,1999,76569,Petrol,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,76162,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,76155,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,75609,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_LUNA_2/3-Doors,1999,75569,Diesel,72,1,Green,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_2/3-Doors,1999,75429,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,75000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_HB_LINEA_TERRA_2/3-Doors,1999,75000,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,75000,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_LUNA_AUT4_2/3-Doors,1999,74963,Petrol,107,0,Blue,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,74889,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_LB_LINEA_LUNA_4/5-Doors,1999,74875,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,74747,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1999,74720,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,High
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,74457,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,74337,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,74308,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_Linea_Terra_HB_2/3-Doors,1999,74193,Petrol,110,0,Silver,0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,74179,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_WAGON_LINEA_TERRA_Stationwagen,1999,73936,Petrol,86,1,Green,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_2/3-Doors,1999,73894,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,73500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,73376,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_2/3-Doors,1999,73300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,73172,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,72928,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,72880,Petrol,86,1,Black,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,72522,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,72000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_HB_LINEA_TERRA_2/3-Doors,1999,72000,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_G6_2/3-Doors,1999,71366,Petrol,110,0,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,71317,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16v_Liftback_Linea_Terra_4/5-Doors,1999,71000,Petrol,110,0,Black,0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1999,70954,Petrol,110,0,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1999,70908,Petrol,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1999,70560,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,70552,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16v_VVTi_Terra_Comfort_4/5-Doors,1999,70500,Petrol,110,1,Blue,0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_TERRA_4/5-Doors,1999,70453,Diesel,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1999,70218,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1999,70116,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1999,70068,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16v_Linea_Luna_2/3-Doors,1999,70000,Petrol,107,1,Silver,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Low
